0,0.051
1,0.151
2,0.239
3,0.311
4,0.372
5,0.422
6,0.461
7,0.490
8,0.510
9,0.523
10,0.532
11,0.538
12,0.540
13,0.542
14,0.543
15,0.544
16,0.544
17,0.544
18,0.544
19,0.545
20,0.545
21,0.545
22,0.545
23,0.545
24,0.545
25,0.545
26,0.545
27,0.545
28,0.545
29,0.545
30,0.545
31,0.545
32,0.545
33,0.545
34,0.545
35,0.545
36,0.545
37,0.545
38,0.545
39,0.545
40,0.545
41,0.545
42,0.545
43,0.545
44,0.545
45,0.545
46,0.545
47,0.545
48,0.545
49,0.545
50,0.545
51,0.545
52,0.545
53,0.545
54,0.545
55,0.545
56,0.545
57,0.546
58,0.546
59,0.546
60,0.547
61,0.547
62,0.547
63,0.547
64,0.548
65,0.548
66,0.548
67,0.548
68,0.549
69,0.549
70,0.549
71,0.549
72,0.549
73,0.549
74,0.550
75,0.550
76,0.550
77,0.550
78,0.550
79,0.550
80,0.550
81,0.550
82,0.550
83,0.550
84,0.550
85,0.550
86,0.550
87,0.550
88,0.550
89,0.550
90,0.550
91,0.550
92,0.550
93,0.550
94,0.550
95,0.550
96,0.550
97,0.550
98,0.550
99,0.550
100,0.550
101,0.550
102,0.550
103,0.550
104,0.550
105,0.550
106,0.550
107,0.550
108,0.550
109,0.550
110,0.550
111,0.550
112,0.550
113,0.550
114,0.550
115,0.550
116,0.550
117,0.550
118,0.551
119,0.552
120,0.552
121,0.553
122,0.553
123,0.553
124,0.553
125,0.554
126,0.554
127,0.555
128,0.556
129,0.557
130,0.558
131,0.558
132,0.559
133,0.559
134,0.559
135,0.559
136,0.560
137,0.560
138,0.560
139,0.560
140,0.560
141,0.560
142,0.560
143,0.560
144,0.560
145,0.560
146,0.560
147,0.560
148,0.560
149,0.560
150,0.560
151,0.560
152,0.560
153,0.560
154,0.560
155,0.560
156,0.560
157,0.560
158,0.560
159,0.560
160,0.560
161,0.560
162,0.560
163,0.560
164,0.560
165,0.560
166,0.560
167,0.560
168,0.560
169,0.560
170,0.560
171,0.560
172,0.560
173,0.560
174,0.560
175,0.560
176,0.560
177,0.561
178,0.563
179,0.565
180,0.570
181,0.579
182,0.592
183,0.611
184,0.636
185,0.666
186,0.699
187,0.731
188,0.768
189,0.806
190,0.844
191,0.878
192,0.906
193,0.928
194,0.946
195,0.961
196,0.972
197,0.980
198,0.986
199,0.991
200,0.993
201,0.996
202,0.997
203,0.998
204,0.999
205,0.999
206,0.999
207,1.000
208,1.000
209,1.000
210,1.000
211,1.000
212,1.000
213,1.000
214,1.000
