0,0.000
1,0.283
2,0.461
3,0.583
4,0.877
5,0.940
6,0.969
7,0.982
8,0.989
9,0.993
10,0.996
11,0.997
12,0.998
13,0.998
14,0.999
15,0.999
16,1.000
17,1.000
18,1.000
19,1.000
20,1.000
