0,0.461
1,0.758
2,0.883
3,0.943
4,0.974
5,0.989
6,0.995
7,0.997
8,0.998
9,0.999
10,0.999
11,0.999
12,1.000
13,1.000
14,1.000
15,1.000
16,1.000
17,1.000
