0,0.001
1,0.020
2,0.075
3,0.106
4,0.143
5,0.177
6,0.209
7,0.245
8,0.277
9,0.304
10,0.333
11,0.364
12,0.392
13,0.420
14,0.447
15,0.471
16,0.487
17,0.499
18,0.517
19,0.521
20,0.527
21,0.532
22,0.538
23,0.548
24,0.568
25,0.583
26,0.614
27,0.652
28,0.704
29,0.751
30,0.837
31,0.988
32,1.000
