0,0.010
1,0.028
2,0.045
3,0.061
4,0.076
5,0.092
6,0.108
7,0.122
8,0.135
9,0.148
10,0.161
11,0.173
12,0.185
13,0.197
14,0.208
15,0.218
16,0.229
17,0.239
18,0.249
19,0.258
20,0.268
21,0.277
22,0.285
23,0.294
24,0.303
25,0.311
26,0.319
27,0.327
28,0.335
29,0.342
30,0.350
31,0.357
32,0.365
33,0.373
34,0.379
35,0.385
36,0.392
37,0.398
38,0.404
39,0.411
40,0.417
41,0.422
42,0.428
43,0.434
44,0.439
45,0.443
46,0.448
47,0.453
48,0.457
49,0.462
50,0.466
51,0.470
52,0.473
53,0.477
54,0.481
55,0.485
56,0.489
57,0.492
58,0.496
59,0.499
60,0.502
61,0.505
62,0.509
63,0.512
64,0.515
65,0.518
66,0.522
67,0.525
68,0.529
69,0.532
70,0.536
71,0.539
72,0.542
73,0.545
74,0.548
75,0.551
76,0.554
77,0.557
78,0.560
79,0.563
80,0.566
81,0.570
82,0.573
83,0.576
84,0.579
85,0.582
86,0.586
87,0.589
88,0.592
89,0.595
90,0.598
91,0.601
92,0.604
93,0.607
94,0.609
95,0.612
96,0.615
97,0.618
98,0.620
99,0.624
100,0.627
101,0.630
102,0.633
103,0.636
104,0.639
105,0.642
106,0.645
107,0.648
108,0.651
109,0.655
110,0.658
111,0.661
112,0.665
113,0.668
114,0.671
115,0.675
116,0.678
117,0.681
118,0.685
119,0.688
120,0.691
121,0.695
122,0.698
123,0.702
124,0.705
125,0.708
126,0.711
127,0.715
128,0.717
129,0.720
130,0.723
131,0.726
132,0.729
133,0.732
134,0.736
135,0.739
136,0.742
137,0.745
138,0.748
139,0.751
140,0.754
141,0.757
142,0.760
143,0.763
144,0.766
145,0.769
146,0.771
147,0.774
148,0.777
149,0.780
150,0.783
151,0.786
152,0.789
153,0.792
154,0.794
155,0.797
156,0.800
157,0.803
158,0.806
159,0.808
160,0.810
161,0.812
162,0.814
163,0.816
164,0.818
165,0.820
166,0.822
167,0.824
168,0.825
169,0.827
170,0.829
171,0.830
172,0.832
173,0.834
174,0.836
175,0.837
176,0.838
177,0.840
178,0.842
179,0.843
180,0.845
181,0.846
182,0.847
183,0.849
184,0.850
185,0.852
186,0.853
187,0.854
188,0.856
189,0.857
190,0.859
191,0.860
192,0.862
193,0.863
194,0.864
195,0.865
196,0.866
197,0.867
198,0.869
199,0.870
200,0.871
201,0.873
202,0.874
203,0.875
204,0.876
205,0.877
206,0.879
207,0.880
208,0.881
209,0.883
210,0.884
211,0.885
212,0.887
213,0.888
214,0.889
215,0.891
216,0.892
217,0.894
218,0.895
219,0.897
220,0.898
221,0.900
222,0.901
223,0.903
224,0.904
225,0.906
226,0.907
227,0.909
228,0.910
229,0.912
230,0.913
231,0.915
232,0.917
233,0.918
234,0.920
235,0.922
236,0.923
237,0.925
238,0.927
239,0.929
240,0.930
241,0.932
242,0.934
243,0.936
244,0.938
245,0.939
246,0.941
247,0.943
248,0.945
249,0.947
250,0.949
251,0.950
252,0.952
253,0.953
254,0.955
255,0.956
256,0.958
257,0.959
258,0.961
259,0.962
260,0.963
261,0.965
262,0.966
263,0.967
264,0.968
265,0.969
266,0.970
267,0.971
268,0.972
269,0.973
270,0.974
271,0.975
272,0.976
273,0.977
274,0.978
275,0.979
276,0.979
277,0.980
278,0.981
279,0.982
280,0.982
281,0.983
282,0.984
283,0.984
284,0.985
285,0.985
286,0.986
287,0.986
288,0.987
289,0.987
290,0.988
291,0.988
292,0.989
293,0.989
294,0.989
295,0.990
296,0.990
297,0.990
298,0.991
299,0.991
300,0.991
301,0.992
302,0.992
303,0.992
304,0.992
305,0.992
306,0.993
307,0.993
308,0.993
309,0.993
310,0.993
311,0.994
312,0.994
313,0.994
314,0.994
315,0.994
316,0.994
317,0.995
318,0.995
319,0.995
320,0.995
321,0.995
322,0.995
323,0.996
324,0.996
325,0.996
326,0.996
327,0.996
328,0.996
329,0.996
330,0.996
331,0.997
332,0.997
333,0.997
334,0.997
335,0.997
336,0.997
337,0.997
338,0.998
339,0.998
340,0.998
341,0.998
342,0.998
343,0.998
344,0.998
345,0.998
346,0.998
347,0.998
348,0.998
349,0.998
350,0.998
351,0.998
352,0.998
353,0.998
354,0.998
355,0.998
356,0.998
357,0.998
358,0.998
359,0.998
360,0.999
361,0.999
362,0.999
363,0.999
364,0.999
365,0.999
366,0.999
367,0.999
368,0.999
369,0.999
370,0.999
371,0.999
372,0.999
373,0.999
374,0.999
375,0.999
376,0.999
377,0.999
378,0.999
379,0.999
380,0.999
381,0.999
382,0.999
383,1.000
384,1.000
385,1.000
386,1.000
387,1.000
388,1.000
389,1.000
390,1.000
391,1.000
392,1.000
393,1.000
394,1.000
395,1.000
396,1.000
397,1.000
398,1.000
399,1.000
400,1.000
401,1.000
402,1.000
403,1.000
404,1.000
405,1.000
406,1.000
407,1.000
408,1.000
409,1.000
410,1.000
411,1.000
412,1.000
413,1.000
414,1.000
415,1.000
416,1.000
417,1.000
418,1.000
419,1.000
420,1.000
421,1.000
422,1.000
423,1.000
424,1.000
425,1.000
426,1.000
427,1.000
428,1.000
429,1.000
430,1.000
431,1.000
432,1.000
433,1.000
434,1.000
435,1.000
436,1.000
437,1.000
438,1.000
439,1.000
440,1.000
441,1.000
442,1.000
443,1.000
444,1.000
445,1.000
446,1.000
447,1.000
448,1.000
449,1.000
450,1.000
451,1.000
452,1.000
453,1.000
454,1.000
455,1.000
456,1.000
457,1.000
458,1.000
459,1.000
460,1.000
461,1.000
462,1.000
463,1.000
464,1.000
465,1.000
466,1.000
467,1.000
468,1.000
469,1.000
470,1.000
471,1.000
472,1.000
473,1.000
474,1.000
475,1.000
476,1.000
477,1.000
478,1.000
479,1.000
480,1.000
481,1.000
482,1.000
