0,0.157
1,0.430
2,0.636
3,0.779
4,0.866
5,0.920
6,0.954
7,0.969
8,0.979
9,0.985
10,0.991
11,0.995
12,0.998
13,0.999
14,1.000
15,1.000
16,1.000
17,1.000
