0,0.000
1,0.000
2,0.003
3,0.014
4,0.480
5,0.653
6,0.757
7,0.833
8,0.896
9,0.929
10,0.959
11,0.967
12,0.974
13,0.981
14,0.990
15,0.993
16,1.000
